SOURCE_KEY,DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
1IF53ai7Xc0U56Y,2020-05-20 00:30:00,0.0,0.0,0.0,6216430.0
3PZuoBAID5Wc2HD,2020-05-20 00:30:00,0.0,0.0,0.0,7020512.0
7JYdWkrLSPkdwr4,2020-05-20 00:30:00,0.0,0.0,0.0,7635208.0
McdE0feGgRqW7Ca,2020-05-20 00:30:00,0.0,0.0,0.0,7192098.0
VHMLBKoKgIrUVDU,2020-05-20 00:30:00,0.0,0.0,0.0,7239542.0
WRmjgnKYAwPKWDb,2020-05-20 00:30:00,0.0,0.0,0.0,7060932.0
YxYtjZvoooNbGkE,2020-05-20 00:30:00,0.0,0.0,0.0,7212476.0
ZnxXDlPa8U1GXgE,2020-05-20 00:30:00,0.0,0.0,0.0,6555136.0
ZoEaEvLYb1n2sOq,2020-05-20 00:30:00,0.0,0.0,0.0,7130332.0
adLQvlD726eNBSB,2020-05-20 00:30:00,0.0,0.0,0.0,6304513.0
bvBOhCH3iADSZry,2020-05-20 00:30:00,0.0,0.0,0.0,6346907.0
iCRJl6heRkivqQ3,2020-05-20 00:30:00,0.0,0.0,0.0,7210718.0
ih0vzX44oOqAx2f,2020-05-20 00:30:00,0.0,0.0,0.0,6217277.0
pkci93gMrogZuBj,2020-05-20 00:30:00,0.0,0.0,0.0,7201349.0
rGa61gmuvPhdLxV,2020-05-20 00:30:00,0.0,0.0,0.0,7143812.0
sjndEbLyjtCKgGv,2020-05-20 00:30:00,0.0,0.0,0.0,7049284.0
uHbuxQJl8lW7ozc,2020-05-20 00:30:00,0.0,0.0,0.0,7071198.0
wCURE6d3bPkepu2,2020-05-20 00:30:00,0.0,0.0,0.0,6815349.0
z9Y9gH1T5YWrNuG,2020-05-20 00:30:00,0.0,0.0,0.0,7040465.0
zBIq5rxdHJRwDNY,2020-05-20 00:30:00,0.0,0.0,0.0,6371971.0
zVJPv84UY57bAof,2020-05-20 00:30:00,0.0,0.0,0.0,7148337.0
1BY6WEcLGh8j5v7,2020-05-20 00:45:00,0.0,0.0,0.0,6290097.0
1IF53ai7Xc0U56Y,2020-05-20 00:45:00,0.0,0.0,0.0,6216430.0
3PZuoBAID5Wc2HD,2020-05-20 00:45:00,0.0,0.0,0.0,7020512.0
7JYdWkrLSPkdwr4,2020-05-20 00:45:00,0.0,0.0,0.0,7635208.0
McdE0feGgRqW7Ca,2020-05-20 00:45:00,0.0,0.0,0.0,7192098.0
VHMLBKoKgIrUVDU,2020-05-20 00:45:00,0.0,0.0,0.0,7239542.0
WRmjgnKYAwPKWDb,2020-05-20 00:45:00,0.0,0.0,0.0,7060932.0
YxYtjZvoooNbGkE,2020-05-20 00:45:00,0.0,0.0,0.0,7212476.0
ZnxXDlPa8U1GXgE,2020-05-20 00:45:00,0.0,0.0,0.0,6555136.0
ZoEaEvLYb1n2sOq,2020-05-20 00:45:00,0.0,0.0,0.0,7130332.0
adLQvlD726eNBSB,2020-05-20 00:45:00,0.0,0.0,0.0,6304513.0
bvBOhCH3iADSZry,2020-05-20 00:45:00,0.0,0.0,0.0,6346907.0
iCRJl6heRkivqQ3,2020-05-20 00:45:00,0.0,0.0,0.0,7210718.0
ih0vzX44oOqAx2f,2020-05-20 00:45:00,0.0,0.0,0.0,6217277.0
pkci93gMrogZuBj,2020-05-20 00:45:00,0.0,0.0,0.0,7201349.0
rGa61gmuvPhdLxV,2020-05-20 00:45:00,0.0,0.0,0.0,7143812.0
sjndEbLyjtCKgGv,2020-05-20 00:45:00,0.0,0.0,0.0,7049284.0
uHbuxQJl8lW7ozc,2020-05-20 00:45:00,0.0,0.0,0.0,7071198.0
wCURE6d3bPkepu2,2020-05-20 00:45:00,0.0,0.0,0.0,6815349.0
z9Y9gH1T5YWrNuG,2020-05-20 00:45:00,0.0,0.0,0.0,7040465.0
zBIq5rxdHJRwDNY,2020-05-20 00:45:00,0.0,0.0,0.0,6371971.0
zVJPv84UY57bAof,2020-05-20 00:45:00,0.0,0.0,0.0,7148337.0
1BY6WEcLGh8j5v7,2020-05-20 01:00:00,0.0,0.0,0.0,6290097.0
1IF53ai7Xc0U56Y,2020-05-20 01:00:00,0.0,0.0,0.0,6216430.0
3PZuoBAID5Wc2HD,2020-05-20 01:00:00,0.0,0.0,0.0,7020512.0
7JYdWkrLSPkdwr4,2020-05-20 01:00:00,0.0,0.0,0.0,7635208.0
McdE0feGgRqW7Ca,2020-05-20 01:00:00,0.0,0.0,0.0,7192098.0
VHMLBKoKgIrUVDU,2020-05-20 01:00:00,0.0,0.0,0.0,7239542.0
WRmjgnKYAwPKWDb,2020-05-20 01:00:00,0.0,0.0,0.0,7060932.0
YxYtjZvoooNbGkE,2020-05-20 01:00:00,0.0,0.0,0.0,7212476.0
ZnxXDlPa8U1GXgE,2020-05-20 01:00:00,0.0,0.0,0.0,6555136.0
ZoEaEvLYb1n2sOq,2020-05-20 01:00:00,0.0,0.0,0.0,7130332.0
adLQvlD726eNBSB,2020-05-20 01:00:00,0.0,0.0,0.0,6304513.0
bvBOhCH3iADSZry,2020-05-20 01:00:00,0.0,0.0,0.0,6346907.0
iCRJl6heRkivqQ3,2020-05-20 01:00:00,0.0,0.0,0.0,7210718.0
ih0vzX44oOqAx2f,2020-05-20 01:00:00,0.0,0.0,0.0,6217277.0
pkci93gMrogZuBj,2020-05-20 01:00:00,0.0,0.0,0.0,7201349.0
rGa61gmuvPhdLxV,2020-05-20 01:00:00,0.0,0.0,0.0,7143812.0
sjndEbLyjtCKgGv,2020-05-20 01:00:00,0.0,0.0,0.0,7049284.0
uHbuxQJl8lW7ozc,2020-05-20 01:00:00,0.0,0.0,0.0,7071198.0
wCURE6d3bPkepu2,2020-05-20 01:00:00,0.0,0.0,0.0,6815349.0
z9Y9gH1T5YWrNuG,2020-05-20 01:00:00,0.0,0.0,0.0,7040465.0
zBIq5rxdHJRwDNY,2020-05-20 01:00:00,0.0,0.0,0.0,6371971.0
zVJPv84UY57bAof,2020-05-20 01:00:00,0.0,0.0,0.0,7148337.0
1BY6WEcLGh8j5v7,2020-05-20 01:15:00,0.0,0.0,0.0,6290097.0
1IF53ai7Xc0U56Y,2020-05-20 01:15:00,0.0,0.0,0.0,6216430.0
3PZuoBAID5Wc2HD,2020-05-20 01:15:00,0.0,0.0,0.0,7020512.0
7JYdWkrLSPkdwr4,2020-05-20 01:15:00,0.0,0.0,0.0,7635208.0
McdE0feGgRqW7Ca,2020-05-20 01:15:00,0.0,0.0,0.0,7192098.0
VHMLBKoKgIrUVDU,2020-05-20 01:15:00,0.0,0.0,0.0,7239542.0
WRmjgnKYAwPKWDb,2020-05-20 01:15:00,0.0,0.0,0.0,7060932.0
YxYtjZvoooNbGkE,2020-05-20 01:15:00,0.0,0.0,0.0,7212476.0
ZnxXDlPa8U1GXgE,2020-05-20 01:15:00,0.0,0.0,0.0,6555136.0
ZoEaEvLYb1n2sOq,2020-05-20 01:15:00,0.0,0.0,0.0,7130332.0
adLQvlD726eNBSB,2020-05-20 01:15:00,0.0,0.0,0.0,6304513.0
bvBOhCH3iADSZry,2020-05-20 01:15:00,0.0,0.0,0.0,6346907.0
iCRJl6heRkivqQ3,2020-05-20 01:15:00,0.0,0.0,0.0,7210718.0
ih0vzX44oOqAx2f,2020-05-20 01:15:00,0.0,0.0,0.0,6217277.0
pkci93gMrogZuBj,2020-05-20 01:15:00,0.0,0.0,0.0,7201349.0
rGa61gmuvPhdLxV,2020-05-20 01:15:00,0.0,0.0,0.0,7143812.0
sjndEbLyjtCKgGv,2020-05-20 01:15:00,0.0,0.0,0.0,7049284.0
uHbuxQJl8lW7ozc,2020-05-20 01:15:00,0.0,0.0,0.0,7071198.0
wCURE6d3bPkepu2,2020-05-20 01:15:00,0.0,0.0,0.0,6815349.0
z9Y9gH1T5YWrNuG,2020-05-20 01:15:00,0.0,0.0,0.0,7040465.0
zBIq5rxdHJRwDNY,2020-05-20 01:15:00,0.0,0.0,0.0,6371971.0
zVJPv84UY57bAof,2020-05-20 01:15:00,0.0,0.0,0.0,7148337.0
1BY6WEcLGh8j5v7,2020-05-20 01:30:00,0.0,0.0,0.0,6290097.0
1IF53ai7Xc0U56Y,2020-05-20 01:30:00,0.0,0.0,0.0,6216430.0
3PZuoBAID5Wc2HD,2020-05-20 01:30:00,0.0,0.0,0.0,7020512.0
7JYdWkrLSPkdwr4,2020-05-20 01:30:00,0.0,0.0,0.0,7635208.0
McdE0feGgRqW7Ca,2020-05-20 01:30:00,0.0,0.0,0.0,7192098.0
VHMLBKoKgIrUVDU,2020-05-20 01:30:00,0.0,0.0,0.0,7239542.0
WRmjgnKYAwPKWDb,2020-05-20 01:30:00,0.0,0.0,0.0,7060932.0
YxYtjZvoooNbGkE,2020-05-20 01:30:00,0.0,0.0,0.0,7212476.0
ZnxXDlPa8U1GXgE,2020-05-20 01:30:00,0.0,0.0,0.0,6555136.0
ZoEaEvLYb1n2sOq,2020-05-20 01:30:00,0.0,0.0,0.0,7130332.0
adLQvlD726eNBSB,2020-05-20 01:30:00,0.0,0.0,0.0,6304513.0
bvBOhCH3iADSZry,2020-05-20 01:30:00,0.0,0.0,0.0,6346907.0
iCRJl6heRkivqQ3,2020-05-20 01:30:00,0.0,0.0,0.0,7210718.0
ih0vzX44oOqAx2f,2020-05-20 01:30:00,0.0,0.0,0.0,6217277.0
pkci93gMrogZuBj,2020-05-20 01:30:00,0.0,0.0,0.0,7201349.0
rGa61gmuvPhdLxV,2020-05-20 01:30:00,0.0,0.0,0.0,7143812.0
sjndEbLyjtCKgGv,2020-05-20 01:30:00,0.0,0.0,0.0,7049284.0
uHbuxQJl8lW7ozc,2020-05-20 01:30:00,0.0,0.0,0.0,7071198.0
wCURE6d3bPkepu2,2020-05-20 01:30:00,0.0,0.0,0.0,6815349.0
z9Y9gH1T5YWrNuG,2020-05-20 01:30:00,0.0,0.0,0.0,7040465.0
zBIq5rxdHJRwDNY,2020-05-20 01:30:00,0.0,0.0,0.0,6371971.0
zVJPv84UY57bAof,2020-05-20 01:30:00,0.0,0.0,0.0,7148337.0
1BY6WEcLGh8j5v7,2020-05-20 01:45:00,0.0,0.0,0.0,6290097.0
1IF53ai7Xc0U56Y,2020-05-20 01:45:00,0.0,0.0,0.0,6216430.0
3PZuoBAID5Wc2HD,2020-05-20 01:45:00,0.0,0.0,0.0,7020512.0
7JYdWkrLSPkdwr4,2020-05-20 01:45:00,0.0,0.0,0.0,7635208.0
McdE0feGgRqW7Ca,2020-05-20 01:45:00,0.0,0.0,0.0,7192098.0
VHMLBKoKgIrUVDU,2020-05-20 01:45:00,0.0,0.0,0.0,7239542.0
WRmjgnKYAwPKWDb,2020-05-20 01:45:00,0.0,0.0,0.0,7060932.0
YxYtjZvoooNbGkE,2020-05-20 01:45:00,0.0,0.0,0.0,7212476.0
ZnxXDlPa8U1GXgE,2020-05-20 01:45:00,0.0,0.0,0.0,6555136.0
ZoEaEvLYb1n2sOq,2020-05-20 01:45:00,0.0,0.0,0.0,7130332.0
adLQvlD726eNBSB,2020-05-20 01:45:00,0.0,0.0,0.0,6304513.0
bvBOhCH3iADSZry,2020-05-20 01:45:00,0.0,0.0,0.0,6346907.0
iCRJl6heRkivqQ3,2020-05-20 01:45:00,0.0,0.0,0.0,7210718.0
ih0vzX44oOqAx2f,2020-05-20 01:45:00,0.0,0.0,0.0,6217277.0
pkci93gMrogZuBj,2020-05-20 01:45:00,0.0,0.0,0.0,7201349.0
rGa61gmuvPhdLxV,2020-05-20 01:45:00,0.0,0.0,0.0,7143812.0
sjndEbLyjtCKgGv,2020-05-20 01:45:00,0.0,0.0,0.0,7049284.0
uHbuxQJl8lW7ozc,2020-05-20 01:45:00,0.0,0.0,0.0,7071198.0
wCURE6d3bPkepu2,2020-05-20 01:45:00,0.0,0.0,0.0,6815349.0
z9Y9gH1T5YWrNuG,2020-05-20 01:45:00,0.0,0.0,0.0,7040465.0
zBIq5rxdHJRwDNY,2020-05-20 01:45:00,0.0,0.0,0.0,6371971.0
zVJPv84UY57bAof,2020-05-20 01:45:00,0.0,0.0,0.0,7148337.0
1BY6WEcLGh8j5v7,2020-05-20 02:00:00,0.0,0.0,0.0,6290097.0
1IF53ai7Xc0U56Y,2020-05-20 02:00:00,0.0,0.0,0.0,6216430.0
3PZuoBAID5Wc2HD,2020-05-20 02:00:00,0.0,0.0,0.0,7020512.0
7JYdWkrLSPkdwr4,2020-05-20 02:00:00,0.0,0.0,0.0,7635208.0
McdE0feGgRqW7Ca,2020-05-20 02:00:00,0.0,0.0,0.0,7192098.0
VHMLBKoKgIrUVDU,2020-05-20 02:00:00,0.0,0.0,0.0,7239542.0
WRmjgnKYAwPKWDb,2020-05-20 02:00:00,0.0,0.0,0.0,7060932.0
YxYtjZvoooNbGkE,2020-05-20 02:00:00,0.0,0.0,0.0,7212476.0
ZnxXDlPa8U1GXgE,2020-05-20 02:00:00,0.0,0.0,0.0,6555136.0
ZoEaEvLYb1n2sOq,2020-05-20 02:00:00,0.0,0.0,0.0,7130332.0
adLQvlD726eNBSB,2020-05-20 02:00:00,0.0,0.0,0.0,6304513.0
bvBOhCH3iADSZry,2020-05-20 02:00:00,0.0,0.0,0.0,6346907.0
iCRJl6heRkivqQ3,2020-05-20 02:00:00,0.0,0.0,0.0,7210718.0
ih0vzX44oOqAx2f,2020-05-20 02:00:00,0.0,0.0,0.0,6217277.0
pkci93gMrogZuBj,2020-05-20 02:00:00,0.0,0.0,0.0,7201349.0
rGa61gmuvPhdLxV,2020-05-20 02:00:00,0.0,0.0,0.0,7143812.0
sjndEbLyjtCKgGv,2020-05-20 02:00:00,0.0,0.0,0.0,7049284.0
uHbuxQJl8lW7ozc,2020-05-20 02:00:00,0.0,0.0,0.0,7071198.0
wCURE6d3bPkepu2,2020-05-20 02:00:00,0.0,0.0,0.0,6815349.0
z9Y9gH1T5YWrNuG,2020-05-20 02:00:00,0.0,0.0,0.0,7040465.0
zBIq5rxdHJRwDNY,2020-05-20 02:00:00,0.0,0.0,0.0,6371971.0
zVJPv84UY57bAof,2020-05-20 02:00:00,0.0,0.0,0.0,7148337.0
1BY6WEcLGh8j5v7,2020-05-20 02:15:00,0.0,0.0,0.0,6290097.0
1IF53ai7Xc0U56Y,2020-05-20 02:15:00,0.0,0.0,0.0,6216430.0
3PZuoBAID5Wc2HD,2020-05-20 02:15:00,0.0,0.0,0.0,7020512.0
7JYdWkrLSPkdwr4,2020-05-20 02:15:00,0.0,0.0,0.0,7635208.0
McdE0feGgRqW7Ca,2020-05-20 02:15:00,0.0,0.0,0.0,7192098.0
VHMLBKoKgIrUVDU,2020-05-20 02:15:00,0.0,0.0,0.0,7239542.0
WRmjgnKYAwPKWDb,2020-05-20 02:15:00,0.0,0.0,0.0,7060932.0
YxYtjZvoooNbGkE,2020-05-20 02:15:00,0.0,0.0,0.0,7212476.0
ZnxXDlPa8U1GXgE,2020-05-20 02:15:00,0.0,0.0,0.0,6555136.0
ZoEaEvLYb1n2sOq,2020-05-20 02:15:00,0.0,0.0,0.0,7130332.0
adLQvlD726eNBSB,2020-05-20 02:15:00,0.0,0.0,0.0,6304513.0
bvBOhCH3iADSZry,2020-05-20 02:15:00,0.0,0.0,0.0,6346907.0
iCRJl6heRkivqQ3,2020-05-20 02:15:00,0.0,0.0,0.0,7210718.0
ih0vzX44oOqAx2f,2020-05-20 02:15:00,0.0,0.0,0.0,6217277.0
pkci93gMrogZuBj,2020-05-20 02:15:00,0.0,0.0,0.0,7201349.0
rGa61gmuvPhdLxV,2020-05-20 02:15:00,0.0,0.0,0.0,7143812.0
sjndEbLyjtCKgGv,2020-05-20 02:15:00,0.0,0.0,0.0,7049284.0
uHbuxQJl8lW7ozc,2020-05-20 02:15:00,0.0,0.0,0.0,7071198.0
wCURE6d3bPkepu2,2020-05-20 02:15:00,0.0,0.0,0.0,6815349.0
z9Y9gH1T5YWrNuG,2020-05-20 02:15:00,0.0,0.0,0.0,7040465.0
zBIq5rxdHJRwDNY,2020-05-20 02:15:00,0.0,0.0,0.0,6371971.0
zVJPv84UY57bAof,2020-05-20 02:15:00,0.0,0.0,0.0,7148337.0
1BY6WEcLGh8j5v7,2020-05-20 02:30:00,0.0,0.0,0.0,6290097.0
1IF53ai7Xc0U56Y,2020-05-20 02:30:00,0.0,0.0,0.0,6216430.0
3PZuoBAID5Wc2HD,2020-05-20 02:30:00,0.0,0.0,0.0,7020512.0
7JYdWkrLSPkdwr4,2020-05-20 02:30:00,0.0,0.0,0.0,7635208.0
McdE0feGgRqW7Ca,2020-05-20 02:30:00,0.0,0.0,0.0,7192098.0
VHMLBKoKgIrUVDU,2020-05-20 02:30:00,0.0,0.0,0.0,7239542.0
WRmjgnKYAwPKWDb,2020-05-20 02:30:00,0.0,0.0,0.0,7060932.0
YxYtjZvoooNbGkE,2020-05-20 02:30:00,0.0,0.0,0.0,7212476.0
ZnxXDlPa8U1GXgE,2020-05-20 02:30:00,0.0,0.0,0.0,6555136.0
ZoEaEvLYb1n2sOq,2020-05-20 02:30:00,0.0,0.0,0.0,7130332.0
adLQvlD726eNBSB,2020-05-20 02:30:00,0.0,0.0,0.0,6304513.0
bvBOhCH3iADSZry,2020-05-20 02:30:00,0.0,0.0,0.0,6346907.0
iCRJl6heRkivqQ3,2020-05-20 02:30:00,0.0,0.0,0.0,7210718.0
ih0vzX44oOqAx2f,2020-05-20 02:30:00,0.0,0.0,0.0,6217277.0
pkci93gMrogZuBj,2020-05-20 02:30:00,0.0,0.0,0.0,7201349.0
rGa61gmuvPhdLxV,2020-05-20 02:30:00,0.0,0.0,0.0,7143812.0
sjndEbLyjtCKgGv,2020-05-20 02:30:00,0.0,0.0,0.0,7049284.0
uHbuxQJl8lW7ozc,2020-05-20 02:30:00,0.0,0.0,0.0,7071198.0
wCURE6d3bPkepu2,2020-05-20 02:30:00,0.0,0.0,0.0,6815349.0
z9Y9gH1T5YWrNuG,2020-05-20 02:30:00,0.0,0.0,0.0,7040465.0
zBIq5rxdHJRwDNY,2020-05-20 02:30:00,0.0,0.0,0.0,6371971.0
zVJPv84UY57bAof,2020-05-20 02:30:00,0.0,0.0,0.0,7148337.0
1BY6WEcLGh8j5v7,2020-05-20 02:45:00,0.0,0.0,0.0,6290097.0
1IF53ai7Xc0U56Y,2020-05-20 02:45:00,0.0,0.0,0.0,6216430.0
3PZuoBAID5Wc2HD,2020-05-20 02:45:00,0.0,0.0,0.0,7020512.0
7JYdWkrLSPkdwr4,2020-05-20 02:45:00,0.0,0.0,0.0,7635208.0
McdE0feGgRqW7Ca,2020-05-20 02:45:00,0.0,0.0,0.0,7192098.0
VHMLBKoKgIrUVDU,2020-05-20 02:45:00,0.0,0.0,0.0,7239542.0
WRmjgnKYAwPKWDb,2020-05-20 02:45:00,0.0,0.0,0.0,7060932.0
YxYtjZvoooNbGkE,2020-05-20 02:45:00,0.0,0.0,0.0,7212476.0
ZnxXDlPa8U1GXgE,2020-05-20 02:45:00,0.0,0.0,0.0,6555136.0
ZoEaEvLYb1n2sOq,2020-05-20 02:45:00,0.0,0.0,0.0,7130332.0
adLQvlD726eNBSB,2020-05-20 02:45:00,0.0,0.0,0.0,6304513.0
bvBOhCH3iADSZry,2020-05-20 02:45:00,0.0,0.0,0.0,6346907.0
iCRJl6heRkivqQ3,2020-05-20 02:45:00,0.0,0.0,0.0,7210718.0
ih0vzX44oOqAx2f,2020-05-20 02:45:00,0.0,0.0,0.0,6217277.0
pkci93gMrogZuBj,2020-05-20 02:45:00,0.0,0.0,0.0,7201349.0
rGa61gmuvPhdLxV,2020-05-20 02:45:00,0.0,0.0,0.0,7143812.0
sjndEbLyjtCKgGv,2020-05-20 02:45:00,0.0,0.0,0.0,7049284.0
uHbuxQJl8lW7ozc,2020-05-20 02:45:00,0.0,0.0,0.0,7071198.0
wCURE6d3bPkepu2,2020-05-20 02:45:00,0.0,0.0,0.0,6815349.0
z9Y9gH1T5YWrNuG,2020-05-20 02:45:00,0.0,0.0,0.0,7040465.0
zBIq5rxdHJRwDNY,2020-05-20 02:45:00,0.0,0.0,0.0,6371971.0
zVJPv84UY57bAof,2020-05-20 02:45:00,0.0,0.0,0.0,7148337.0
1BY6WEcLGh8j5v7,2020-05-20 03:00:00,0.0,0.0,0.0,6290097.0
1IF53ai7Xc0U56Y,2020-05-20 03:00:00,0.0,0.0,0.0,6216430.0
3PZuoBAID5Wc2HD,2020-05-20 03:00:00,0.0,0.0,0.0,7020512.0
7JYdWkrLSPkdwr4,2020-05-20 03:00:00,0.0,0.0,0.0,7635208.0
McdE0feGgRqW7Ca,2020-05-20 03:00:00,0.0,0.0,0.0,7192098.0
VHMLBKoKgIrUVDU,2020-05-20 03:00:00,0.0,0.0,0.0,7239542.0
WRmjgnKYAwPKWDb,2020-05-20 03:00:00,0.0,0.0,0.0,7060932.0
YxYtjZvoooNbGkE,2020-05-20 03:00:00,0.0,0.0,0.0,7212476.0
ZnxXDlPa8U1GXgE,2020-05-20 03:00:00,0.0,0.0,0.0,6555136.0
ZoEaEvLYb1n2sOq,2020-05-20 03:00:00,0.0,0.0,0.0,7130332.0
adLQvlD726eNBSB,2020-05-20 03:00:00,0.0,0.0,0.0,6304513.0
bvBOhCH3iADSZry,2020-05-20 03:00:00,0.0,0.0,0.0,6346907.0
iCRJl6heRkivqQ3,2020-05-20 03:00:00,0.0,0.0,0.0,7210718.0
ih0vzX44oOqAx2f,2020-05-20 03:00:00,0.0,0.0,0.0,6217277.0
pkci93gMrogZuBj,2020-05-20 03:00:00,0.0,0.0,0.0,7201349.0
rGa61gmuvPhdLxV,2020-05-20 03:00:00,0.0,0.0,0.0,7143812.0
sjndEbLyjtCKgGv,2020-05-20 03:00:00,0.0,0.0,0.0,7049284.0
uHbuxQJl8lW7ozc,2020-05-20 03:00:00,0.0,0.0,0.0,7071198.0
wCURE6d3bPkepu2,2020-05-20 03:00:00,0.0,0.0,0.0,6815349.0
z9Y9gH1T5YWrNuG,2020-05-20 03:00:00,0.0,0.0,0.0,7040465.0
zBIq5rxdHJRwDNY,2020-05-20 03:00:00,0.0,0.0,0.0,6371971.0
zVJPv84UY57bAof,2020-05-20 03:00:00,0.0,0.0,0.0,7148337.0
1BY6WEcLGh8j5v7,2020-05-20 03:15:00,0.0,0.0,0.0,6290097.0
1IF53ai7Xc0U56Y,2020-05-20 03:15:00,0.0,0.0,0.0,6216430.0
3PZuoBAID5Wc2HD,2020-05-20 03:15:00,0.0,0.0,0.0,7020512.0
7JYdWkrLSPkdwr4,2020-05-20 03:15:00,0.0,0.0,0.0,7635208.0
McdE0feGgRqW7Ca,2020-05-20 03:15:00,0.0,0.0,0.0,7192098.0
VHMLBKoKgIrUVDU,2020-05-20 03:15:00,0.0,0.0,0.0,7239542.0
WRmjgnKYAwPKWDb,2020-05-20 03:15:00,0.0,0.0,0.0,7060932.0
YxYtjZvoooNbGkE,2020-05-20 03:15:00,0.0,0.0,0.0,7212476.0
ZnxXDlPa8U1GXgE,2020-05-20 03:15:00,0.0,0.0,0.0,6555136.0
ZoEaEvLYb1n2sOq,2020-05-20 03:15:00,0.0,0.0,0.0,7130332.0
adLQvlD726eNBSB,2020-05-20 03:15:00,0.0,0.0,0.0,6304513.0
bvBOhCH3iADSZry,2020-05-20 03:15:00,0.0,0.0,0.0,6346907.0
iCRJl6heRkivqQ3,2020-05-20 03:15:00,0.0,0.0,0.0,7210718.0
ih0vzX44oOqAx2f,2020-05-20 03:15:00,0.0,0.0,0.0,6217277.0
